2007,Diseases of Heart,Asian & Pacific Islander,Female,428
2007,Diseases of Heart,Asian & Pacific Islander,Male,497
2007,Diseases of Heart,Asian & Pacific Islander,Female,428
2007,Diseases of Heart,Asian & Pacific Islander,Male,497
2007,Diseases of Heart,Asian & Pacific Islander,Female,428
2007,Diseases of Heart,Asian & Pacific Islander,Male,497
2007,Malignant Neoplasms,Asian & Pacific Islander,Female,396
2007,Malignant Neoplasms,Asian & Pacific Islander,Male,528
2007,Malignant Neoplasms,Asian & Pacific Islander,Female,396
2007,Malignant Neoplasms,Asian & Pacific Islander,Male,528
2007,Malignant Neoplasms,Asian & Pacific Islander,Female,396
2007,Malignant Neoplasms,Asian & Pacific Islander,Male,528
2007,Influenza & Pneumonia,Asian & Pacific Islander,Female,58
2007,Influenza & Pneumonia,Asian & Pacific Islander,Male,68
2007,Influenza & Pneumonia,Asian & Pacific Islander,Female,58
2007,Influenza & Pneumonia,Asian & Pacific Islander,Male,68
2007,Influenza & Pneumonia,Asian & Pacific Islander,Female,58
2007,Influenza & Pneumonia,Asian & Pacific Islander,Male,68
2007,Diabetes & Mellitus,Asian & Pacific Islander,Female,34
2007,Diabetes & Mellitus,Asian & Pacific Islander,Male,47
2007,Diabetes & Mellitus,Asian & Pacific Islander,Female,34
2007,Diabetes & Mellitus,Asian & Pacific Islander,Male,47
2007,Diabetes & Mellitus,Asian & Pacific Islander,Female,34
2007,Diabetes & Mellitus,Asian & Pacific Islander,Male,47
2007,Chronic Lower Respiratory Diseases,Asian & Pacific Islander,Female,29
2007,Chronic Lower Respiratory Diseases,Asian & Pacific Islander,Male,43
2007,Chronic Lower Respiratory Diseases,Asian & Pacific Islander,Female,29
2007,Chronic Lower Respiratory Diseases,Asian & Pacific Islander,Male,43
2007,Chronic Lower Respiratory Diseases,Asian & Pacific Islander,Female,29
2007,Chronic Lower Respiratory Diseases,Asian & Pacific Islander,Male,43
2007,Diseases of Heart,Hispanic,Female,1418
2007,Diseases of Heart,Hispanic,Male,1327
2007,Diseases of Heart,Hispanic,Female,1418
2007,Diseases of Heart,Hispanic,Male,1327
2007,Diseases of Heart,Hispanic,Female,1418
2007,Diseases of Heart,Hispanic,Male,1327
2007,Malignant Neoplasms,Hispanic,Female,969
2007,Malignant Neoplasms,Hispanic,Male,1013
2007,Malignant Neoplasms,Hispanic,Female,969
2007,Malignant Neoplasms,Hispanic,Male,1013
2007,Malignant Neoplasms,Hispanic,Female,969
2007,Malignant Neoplasms,Hispanic,Male,1013
2007,Influenza & Pneumonia,Hispanic,Female,190
2007,Influenza & Pneumonia,Hispanic,Male,189
2007,Influenza & Pneumonia,Hispanic,Female,190
2007,Influenza & Pneumonia,Hispanic,Male,189
2007,Influenza & Pneumonia,Hispanic,Female,190
2007,Influenza & Pneumonia,Hispanic,Male,189
2007,Diabetes & Mellitus,Hispanic,Female,205
2007,Diabetes & Mellitus,Hispanic,Male,177
